Winner,Afn120207,Age295214,Age775214,Bps030214,Bza010213,Bza110213,Bza115213,Edu635213,Edu685213,Hsd310213,Hsd410213,Hsg010214,Hsg096213,Hsg445213,Hsg495213,Inc110213,Inc910213,Lfe305213,Lnd110210,Man450207,Nes010213,Pop010210,Pop060210,Pop645213,Pop715213,Pop815213,Pst120214,Pvy020213,Rhi225214,Rhi325214,Rhi425214,Rhi525214,Rhi625214,Rhi725214,Rhi825214,Rtn130207,Rtn131207,Sbo001207,Sbo015207,Sbo115207,Sbo215207,Sbo315207,Sbo415207,Sbo515207,Sex255214,Vet605213,Wtn220207
Not John Kasich,0,21.3,19.7,0,29,346,-0.6,77.5,11.2,2.45,1129,1504,2.6,79.7,48800,35718,19082,24.9,209.12,0,148,2799,13.4,0.2,88.8,2,-5.4,22.5,42.5,0.3,0.3,0,1.3,3.7,52.8,4748,2095,175,23.4,0,0,0,0,0,50,110,3477
Not John Kasich,0,16.9,12.8,0,67,1011,3.9,74.8,8.5,2.03,2096,2594,7.2,66.6,54200,24382,8948,21,295.48,0,352,7421,25.1,1,96.4,1.1,7.7,31.3,38.4,0.2,0.3,0.1,0.9,5.4,55.8,18141,2674,325,0,0,0,0,0,0,34.8,445,8175
Not John Kasich,51128,21.3,20.6,38,584,5191,2.8,85.2,19.3,2.29,11788,15994,7.2,74.3,169600,40670,22059,30.3,240.69,103902,2482,27144,112.8,2,92.4,2.6,3,20.1,2.4,0.6,0.6,0,1.5,2.9,92.3,280664,11284,3143,0,0,0,1.3,0,0,51,2222,40427
Not John Kasich,144781,27,12.7,99,2175,46606,4.1,69.1,14,2.95,34450,39642,19.5,65.7,122800,40471,19497,20.1,290.46,7524935,5738,102599,353.2,17.8,84.4,30,0.9,20.5,4.4,1.4,1.6,0.2,1.6,33.3,60.1,1440223,15535,7978,23.2,0,2.9,0,6.2,0,50.3,5376,1351910
Not John Kasich,612,18.8,16,0,92,470,3.1,75.9,8.6,2.6,2705,3480,3.1,75.6,71200,32928,13228,26.7,377.71,0,491,9255,24.5,1.7,82.4,4.2,-4.4,27.8,35.7,0.3,0.7,0,1.1,4.1,58.7,27365,3157,695,11.2,0,0,0,0,0,41.1,609,0
Not John Kasich,7075,21.7,21.4,3,197,2235,-8.8,76.2,14.5,2.47,4083,5155,7.3,72.1,95200,28983,17120,25.5,469.49,174306,612,10593,22.6,1.5,89.7,4.3,-6.2,27.3,42.6,0.2,0.8,0,1.6,3.9,51.7,73407,7168,732,0,0,0,0,0,0,52.2,630,19021
Not John Kasich,1377,22.7,17.9,1,149,2049,1.7,79.7,8.2,2.81,3348,4439,3.7,78.2,71600,36173,17228,23.1,447.31,521536,651,9563,21.4,1.5,93.2,2.1,-2.5,21.3,38.6,0.4,0.5,0,1.5,2.7,56.8,24250,2418,681,0,0,0,0,0,0,51.9,613,13316
Not John Kasich,6544,22.7,16.9,13,282,2578,3.1,71.4,8.1,2.74,7851,9196,6.2,74.1,75400,35792,18551,26.8,570.7,0,1265,21679,38,1.7,87.2,2.5,-3.4,20.2,28.9,0.4,0.5,0.1,1,2.1,67.6,132224,6203,1593,0,0,0,18.4,0,0,52,1811,116373
Not John Kasich,795953,25.1,12.6,3968,12216,174796,2.2,93.6,36,2.6,151600,167215,16.8,68.1,183600,55210,27452,19.6,1052.58,4942388,33207,392365,372.8,5.9,82.5,8.4,8.6,13.1,1.3,0.8,2.6,0.2,2.7,7.7,85.5,5855102,15720,42344,25.4,1,1.3,0.4,2.1,0,49.9,29195,6006918
Not John Kasich,0,17,24.9,4,115,455,7.3,92.8,21.9,2.27,1707,2636,4.7,81.6,150500,35434,21555,19.3,1363.06,0,360,3976,2.9,1,88.3,2.1,-2.9,16.6,0.2,1,0.5,0.1,1.8,3.2,93.6,19965,5627,492,18.1,0,0,0,0,0,48.5,545,0
Not John Kasich,117808,26.8,12.8,162,1953,23611,-0.6,91.8,26.8,2.68,30271,33380,21.5,68.8,142600,43534,21327,18.8,1111.99,0,5073,82839,74.5,3.1,80.6,6.4,0.6,15.5,0.9,3.7,1.4,0.3,2.2,8,85,1099246,13706,6616,25,0.5,0.4,0,1.5,0,50.2,5638,386587
Not John Kasich,0,27.6,19.6,35,117,938,2.4,90.7,16.1,2.42,2442,3987,5.5,81.3,129700,44964,21853,20,974.79,0,420,5986,6.1,1.3,85.7,3.3,-0.5,12.9,0.3,0.9,0.5,0,1,4.2,93.7,58739,10031,645,0,0,0,0,0,0,50.3,440,23383
Not John Kasich,0,22.2,21.2,14,228,2190,2.8,87.4,13.4,2.34,3888,4614,6,75.2,136000,39049,20198,21.7,776.62,0,540,9285,12,2.3,89.5,3.3,-1.8,14.7,0.4,8.5,0.4,0.1,4.1,3.3,84.5,93862,10111,596,26.2,0,0,0,0,0,49.5,1019,6085
Not John Kasich,24298,31.7,12.9,88,819,9700,1.3,84.6,17.3,3.08,14650,16225,9.7,74.8,135400,47941,18872,21.1,2093.98,624524,2685,45607,21.8,7.1,85.9,16,-0.7,15.2,0.5,7.5,0.7,0.2,1.8,17.8,74.4,339940,7822,3193,20,2.5,1,0,3.6,0,49.8,2887,0
Not John Kasich,153302,23.2,15.8,89,1339,10413,10.2,90.6,44.7,2.28,9207,15121,30.4,70.1,375000,64042,35524,16.9,2643.59,0,3337,21376,8.1,13.6,85.1,20.5,0.5,8.3,0.3,1.5,1,0.2,1.4,20.7,76.9,356031,16414,4416,23.7,0,0,0,2.4,0,49.2,1347,285858
Not John Kasich,5741,18.6,21.3,32,151,491,-1,89.2,24.1,2.29,2994,5339,1,78.3,195600,41056,24324,31.5,1899.24,0,564,7028,3.7,2.2,84.6,4.1,-2.9,17,0.5,1.3,0.5,0.4,2.1,3.6,92.3,18745,2465,813,27.2,0,0,0,0,0,48.4,758,0
Not John Kasich,63260,20.3,21.4,55,1398,10977,0,90.7,21.1,2.32,17388,24580,11.8,73.1,222200,41414,23221,23.3,1734.57,498636,3687,40877,23.6,1.9,86.5,2.3,1.7,15.2,0.3,0.9,0.7,0.1,2.2,2.9,93.4,485307,11788,5642,20.6,0,0.7,0,0,0,50,4676,149654
Not John Kasich,153475,31.3,12.1,398,3244,44031,1.7,90.5,26,2.9,36066,40718,18.8,73,154700,50872,22657,19.2,1866.08,0,7757,104234,55.9,5.6,84.8,10.5,4.1,11.4,0.7,1.1,1,0.1,2.1,12.5,83.8,1871454,19405,10995,21.8,0.8,0.9,0,1.9,0,50.4,6919,1881605
Not John Kasich,0,22.9,20.5,51,355,2340,4.5,84.9,15.4,2.59,4144,5247,9.3,74.4,174300,37003,19877,20.1,1268.56,0,871,10972,8.6,2.7,91.7,4.3,0.1,16.5,0.5,2.2,0.7,0.1,2,4.2,91,86256,7945,1133,29.1,0,0,0,0,0,49.4,1263,19692
Not John Kasich,0,25.6,19.6,5,59,0,0,89.2,17.9,2.68,1022,1351,11.8,79.5,110300,41131,20995,21,2231.67,0,189,2891,1.3,2.6,88.7,3.4,-9.4,15.7,0.2,1,0.3,0.2,2.3,5.8,90.6,18069,6500,95,0,0,0,0,0,0,49.5,266,5209
Not John Kasich,1518,24.4,18.6,3,27,0,0,84.3,22.3,2.73,464,836,0.7,67.7,163000,41154,21830,25.1,1074.49,0,87,1117,1,11.2,86,16.8,-7,15.5,0.5,1.3,0.5,0.1,3.5,7.5,87.3,0,0,73,56.2,0,0,0,0,0,48.8,133,0
Not John Kasich,140865,29.9,12.5,1130,3627,45609,5.7,82.7,16.8,2.98,63442,71326,11.4,69.3,122800,42105,17755,23.6,587.37,0,11596,188923,321.6,8.4,82.1,18.1,7.5,20.4,0.8,1.7,1,0.3,2.5,24.6,71.3,2176039,12171,14561,22.4,0.7,0.6,0.2,5.9,0,50.6,13416,992925
Not John Kasich,0,28.6,16.8,9,193,2639,0.2,88.7,17.5,2.56,2644,3217,3.4,84.1,116300,53586,23586,18.7,1764.15,443222,451,6963,3.9,2.8,89,3.3,-1.8,7.8,0.2,0.6,0.6,0.2,1.2,5.3,92.2,68364,9967,511,26.2,0,0,0,0,0,49.8,478,94559
Not John Kasich,33455,32.3,13.5,46,644,7301,5.7,78,15.6,2.96,7653,8434,8.7,69,125900,42039,17801,16.3,2565.08,371255,1486,22952,8.9,9.7,83.5,19.4,2.5,15.9,0.6,1.6,0.7,0.1,1.6,26.6,71,318904,15216,2218,24.7,0,0,0,6.6,0,49.3,1340,335892
Not John Kasich,0,28,14.8,3,18,75,-9.6,70.1,11.4,2.41,304,533,13.8,59.5,111700,33200,20032,14,1764.19,0,53,982,0.6,34.8,70.9,37.8,-11.7,14.9,0.8,2.2,1,0,2.4,42.6,54,0,0,112,0,0,0,0,0,0,47.3,41,0
Not John Kasich,0,16.3,25.4,19,229,1867,-1.5,84.9,15.5,2.19,3545,4479,7.3,80.1,138300,40134,20256,22.8,2457.27,0,478,8761,3.6,2,84.9,4.8,-2.3,12.5,0.5,2.2,0.6,0.1,2.1,3.6,91.3,69845,8489,927,15.1,0,0,0,0,0,45.2,1041,13677
Not John Kasich,11270,17.5,23.8,0,167,681,9.7,89.6,26.3,2.26,1870,3090,4.9,83.5,150600,39541,23965,22.3,4920.94,0,440,4368,0.9,1.9,91.6,2.6,-5.2,16.1,0.2,0.7,0.4,0.1,1.5,4.1,93.2,35092,8542,318,0,0,0,0,0,0,48.7,547,0
Not John Kasich,26980,26.4,11.8,57,431,3936,3,84,16.9,2.7,9555,12193,12.2,62.4,136800,42842,20646,17.4,3074.74,0,1198,27038,8.8,9.9,79.5,15.1,-3.5,16.3,3.2,1.6,2.8,0.4,3.4,16.2,74.1,241226,8319,1852,19.8,0,0,0,6.5,0,47.8,4308,53448
Not John Kasich,5841,34,13.6,35,281,1928,2.3,92,17.4,3.07,4150,4650,5.8,80.9,156800,44962,17620,23,663.65,0,958,12786,19.3,2.9,91.2,7.5,1.8,12.2,0.3,0.8,0.2,0.1,1.5,6.9,91.1,113519,9319,1047,16.4,0,0,0,0,0,49.3,785,49543
Not John Kasich,10050,28.4,16,65,272,1377,-3.6,87.9,19.7,2.76,4549,8651,5.2,82.5,147600,44520,19475,22.8,1863.53,0,1081,13242,7.1,5.7,91.2,12.1,-2.8,12.4,0.8,1.1,0.3,0.1,1.4,12.4,85.2,68167,5412,1438,0,0,0,0,0,0,47.8,953,76724
Not John Kasich,9205,23.6,21.4,37,337,2154,-1,86.3,15.8,2.62,6323,7100,8.3,74.6,150400,44432,20250,30.1,560.9,0,1238,16719,29.8,4.4,82.8,8.4,0.9,18.2,0.2,0.9,1.4,0.1,2.4,8.2,87.6,113895,6914,1753,0,0,0,0,0,0,50.3,1656,13552
Not John Kasich,0,28.2,16.4,13,348,2498,0.5,74.6,12.1,2.73,5552,6059,6.1,70.5,123800,37050,18373,18.8,728.97,0,848,15464,21.2,15.8,88,20.5,-2.6,20.8,0.5,1.8,0.9,0.2,1.8,28.6,68.6,88226,6158,1141,34.3,0,0,0,3.4,0,48.7,1125,118908
Not John Kasich,7387,34.8,11.1,79,430,3769,12.1,89.4,22,3.26,8058,8878,5.8,83.8,157500,52023,19598,23.7,1093.5,0,2037,26140,23.9,4.2,86.8,10.2,3.4,13.1,0.4,1.3,0.5,0.2,1.6,10.3,87.2,92388,4058,2929,0,1,0,0,0,0,49.7,1587,0
Not John Kasich,14045,30.8,12.1,57,524,5770,4.3,70.2,13.4,2.9,7676,8238,7.8,63.5,135200,40126,17182,17.8,597.19,764164,1101,22374,37.5,17.1,87.9,24.4,2,18.3,0.6,2.4,0.5,0.2,1.5,34,63.4,300421,15013,1719,0,0,0,0,0,0,49.3,1339,103712
Not John Kasich,303725,23.6,17,1047,4345,44971,2,92.1,23.3,2.5,55679,66130,15.5,70.6,188800,49002,24685,20.8,1244.13,992158,10934,138494,111.3,2.3,83.2,3.3,6.4,13.4,0.4,1.4,0.9,0.2,2.4,4.3,91.1,2175172,16242,15155,24.1,1.2,0.6,0.2,1.8,0,50.6,13296,843286
Not John Kasich,55179,18.5,11.8,136,885,8299,-1.2,95.3,44.1,2.31,14941,16330,34.2,56.7,189100,41735,22322,18,1076,0,2444,37244,34.6,3.8,70.4,6.2,3.1,20.4,1.1,0.9,1.9,0.2,2.7,4.1,89.8,361668,9697,3444,26.2,0,0,0,0,0,48.5,2141,0
Not John Kasich,7704,18.2,27.3,11,289,1651,7.7,90.4,23.8,2,3832,4746,6.6,71.3,186900,34122,23998,15.1,4563.39,0,685,7936,1.7,1.5,86.6,2.8,-2.6,23.3,0.5,1.2,0.6,0,2,3.1,93.3,122983,15806,1013,27.3,0,0,0,0,0,49.3,1004,0
Not John Kasich,0,23,24.1,10,121,763,6.4,88.3,16.2,2.28,1660,1868,6.8,74.1,116600,36000,19910,19.5,478.8,0,310,3821,8,2.5,85.5,4.7,0.4,17.9,0.4,6,0.5,0.2,2.8,4,86.8,29657,8193,438,0,0,0,0,0,0,49.8,468,0
Not John Kasich,2350,30.9,12.3,4,87,635,4.3,74.5,11.8,3.21,1617,1958,3.9,71.7,120300,42433,16530,29.7,1201.41,0,284,5208,4.3,13.8,85.7,23.4,2.1,16.6,0.5,1.7,0.5,0.2,1.6,30.2,66.8,16924,3721,383,0,0,0,0,0,0,48.5,292,0
Not John Kasich,32041,27,6,386,757,14065,5.5,94.9,33.7,3.53,10323,12708,43.8,49.1,169600,32059,15133,17.1,469.21,0,2421,37536,80,4.6,60.7,10.1,1.3,35.8,0.7,0.5,1.1,0.4,1.8,7,89.4,407686,10971,2942,15.2,0,0,0,0,0,49.7,960,161967
Not John Kasich,18923,28.9,15.5,29,403,4355,3.7,75.7,9.9,2.86,6994,7787,9.7,72.8,108500,43266,19597,16.1,757.59,381084,1151,20069,26.5,12.4,86.7,27.6,1.3,13.6,0.8,2.2,0.6,0,1.9,33.7,63.6,162891,8722,1796,17.8,0,0,0,0,0,49.4,1387,347045
Not John Kasich,64508,21.7,18.9,55,1110,16434,2.3,90,21.1,2.41,16019,17417,19.1,69.3,165900,46503,24257,16.3,848.09,0,2152,39265,46.3,1.9,85.4,4.3,1.9,11.1,0.5,5.8,0.9,0.1,2.5,3.7,87.4,702969,18133,3205,27,1.2,0,0,0.8,0,50.5,4190,0
Not John Kasich,2135,28,19.3,18,88,692,1.8,93.1,13.2,2.67,1579,1935,3.6,81.2,126100,40842,18920,20.4,1200.06,0,319,4286,3.6,1.5,92,4.4,-2.4,16.1,0.3,0.5,0.6,0.1,1.1,4.1,93.7,24106,5834,0,0,0,0,0,0,0,50.4,417,0
Not John Kasich,4150,26.6,16.3,16,181,1612,5.6,75.4,8.2,2.9,3911,4769,5.4,64.2,121200,32175,15945,27.2,7665.51,0,635,11526,1.5,10.3,84.8,21.2,-1.5,24.2,0.8,4.5,0.7,0.2,2,26.5,68.2,50935,4653,999,21.6,0,0,0,4,0,49.1,922,34609
Not John Kasich,12757,27.1,17,110,483,4326,0.5,85.4,16.4,2.79,8056,9070,8.4,74.6,132700,43649,19165,18,406.87,0,1366,22623,55.6,5,85.1,11,0.9,20,0.4,1.6,1,0.1,2.5,16.7,79.2,145621,6401,2215,21.9,0,0,0,1.9,0,50.5,2002,133096
Not John Kasich,2596,30.5,13.9,8,150,2027,-3.1,80.3,15.9,2.99,2568,2936,5,70.8,125600,44212,17684,17.3,1404.24,0,372,7817,5.6,13.4,89.8,26.9,-2.6,13.9,1,3.1,0.5,0.1,2.4,31.1,64.3,50445,6572,493,0,0,0,0,0,0,49.1,478,0
Not John Kasich,11068,19.7,21.7,7,355,4166,-0.4,84.8,13.5,2.17,5714,6976,12.1,68.4,123200,38440,20487,18.7,2629.67,0,768,12765,4.9,1.7,80.2,2.3,-2.9,17.4,0.3,1.8,0.5,0.2,2.3,3.4,92.1,623117,48689,1217,18.2,0,0,0,0,0,49.5,1605,25007
Not John Kasich,10730,27.8,8.6,28,418,1882,5.1,87.8,34.4,2.82,3583,5503,13.7,72.1,222700,53931,22436,26,449.46,0,1293,10170,22.6,10.2,83.3,16.1,1.7,11.7,0.4,0.7,0.5,0.2,1.2,17.7,80.4,84074,9987,1459,0,0,0,0,0,0,48.2,420,0
Not John Kasich,112044,27.6,14.8,361,2455,27449,8,83.7,16.3,2.72,28166,31772,13.8,66.8,148900,43886,20588,16.6,1921.21,970292,5099,77230,40.2,8.5,81.6,14.4,4.8,15,0.7,1.3,1.4,0.2,1.8,15.2,80.8,1259106,17270,7234,22.7,0,0.6,0,3.7,0,50.7,5629,497639
Not John Kasich,43204,18.3,21.6,99,567,2927,1.4,92.4,34.3,2.7,3519,11906,8.6,77.8,221200,50473,25785,15.4,3664.52,0,1224,9862,2.7,2.2,78.6,7.2,-0.4,9.5,0.2,1.1,0.5,0.1,1.6,4.4,92.9,135620,15201,2058,10.4,0,0,0,0,0,48.1,1131,20494
Not John Kasich,0,23.4,22.7,17,218,1664,-12.7,81.8,16.7,2.52,3938,4543,7.9,76.3,122700,37453,20380,22.9,1452.98,0,635,10198,7,7.5,86.8,14.1,-1.7,15,0.4,1.5,1,0.2,2,17.2,79.2,76253,7645,992,0,0,0,0,0,0,50.1,1034,63380
Not John Kasich,0,22.5,18.7,83,1833,31182,3.5,89.7,21.3,2.43,26912,29967,16.2,72,104200,45073,24217,16.6,855.2,0,3874,67103,78.5,1.5,87.6,2.9,-0.2,14.4,3.7,0.2,0.8,0,1.7,1.4,92.4,928289,13888,5561,24.6,0.5,1.5,0,0,0,51.1,5862,0
Not John Kasich,0,22.9,18.2,0,107,1037,-6.3,74.6,8.4,2.62,2860,3953,14.2,65.8,54400,26972,13619,25.6,235.51,0,416,8238,35,1.3,86.7,2.5,-9.1,31.6,36.6,0.5,0.3,0.1,2.2,2.1,58.8,22853,2785,383,43.1,0,0,0,0,0,49.7,678,0
Not John Kasich,13125,19.4,16.5,12,303,3825,-0.5,86.3,19.1,2.65,6373,7094,10.4,74.7,103300,48163,23195,23.6,380.28,0,1069,17768,46.7,1.5,86.7,3.4,-2.8,14.6,6.5,0.6,0.8,0,1.3,3.5,87.8,104527,5708,1349,26.9,0,0,0,0,0,47.3,1458,217636
Not John Kasich,40186,26.1,14,11,847,15398,15.7,85.8,19.3,3,17938,19973,12.7,82.5,158800,60893,25888,30.1,280.72,5553679,3056,54165,193,11.3,89.6,19,-0.6,11.3,2.7,0.6,1.4,0.1,2.1,20.6,74.4,454857,8556,3425,27.8,0,0,1.3,0,0,50.2,3404,146167
Not John Kasich,0,15,13,0,116,2988,9.1,81.5,12.2,2.47,2105,2442,9.2,78.2,83600,42194,20555,18.9,305.61,0,334,6937,22.7,2.8,82.5,5.5,-1.5,12.3,19.2,1.2,0.3,0,0.7,6.2,74,30018,4597,373,0,0,0,0,0,0,35.6,454,0
Not John Kasich,27440,21.8,19.9,15,768,9484,-2.7,89.2,17.4,2.44,13998,15651,12.1,75.7,101200,48977,26705,20.4,869.03,0,1982,34978,40.2,3.6,90.3,7.5,-3.3,11.6,0.9,0.4,0.9,0,1.1,8.6,88.7,331951,9525,2918,28.7,0,0,0,0,0,51,2803,977575
Not John Kasich,5376,20.4,22.8,12,93,605,-1.1,89,14.4,2.41,2061,2835,5.7,81.5,112300,50436,26924,39.6,253.83,0,339,5089,20,1.6,90.9,1.6,-2.6,11.9,0.3,0.2,0.3,0,0.4,1.1,97.7,22307,4376,0,0,0,0,0,0,0,49.9,444,0
Not John Kasich,12957,19.1,23.6,17,399,3198,-5.6,88.9,15.1,2.24,6671,8412,11.3,76.5,100100,47985,27118,23.8,444.81,320789,1051,15387,34.6,3.3,89,4.9,-4.4,13.7,1.1,0.4,0.6,0,1.3,3.4,93.6,88717,5593,1669,0,0,0,0,0,0,50,1395,301803
Not John Kasich,8121,24.5,16.4,8,254,4471,1.4,86,13,2.59,5134,5781,8.5,72.2,76100,45734,22257,22.2,375.82,0,690,13642,36.3,10.3,87.1,16.9,-3.5,14.8,3.8,0.8,0.6,0.1,1.2,18.9,76.5,115401,8480,1166,0,0,0,0,0,0,49.3,982,331272
Not John Kasich,374499,19.2,11.1,1458,4133,67335,-0.9,93.6,42.4,2.35,79137,89194,35.6,54.9,149500,45808,25713,17.6,996.27,3248908,11532,201081,201.8,11.7,72.9,15.9,3,22.3,12.8,0.3,10.2,0.1,2.7,5.7,69.1,2347059,12163,13525,28.3,0,0,8.8,1.9,0,50.1,10682,2575981
Not John Kasich,29295,21.2,18.6,29,718,8699,-0.8,88.2,13.5,2.32,14138,15533,10.6,74.7,82400,45145,23915,24.6,709.38,392440,1960,34800,49.1,1.5,89.3,2.1,-2.6,14.9,1.6,0.2,0.7,0,1,1.6,95.1,369948,10703,2949,30.7,0,0,0,0,0,49.1,3129,0
Not John Kasich,17035,22.8,18.7,7,334,3763,-5.5,89.5,17.6,2.44,6568,7739,7.6,75.6,87800,47405,24296,21.8,501.42,664438,1089,16335,32.6,1,88.6,2,-0.9,12.3,0.5,0.2,0.3,0,0.8,1.4,96.8,109618,6513,1452,21.4,0,0,0,0,0,50.8,1459,176069
Not John Kasich,0,22.9,18.8,4,364,4555,1.3,87.7,14,2.45,5486,6353,7.3,79.6,75300,40640,22279,19.6,468.32,737102,1026,13815,29.5,0.9,92.6,1.7,-2.1,15.6,0.5,0.2,0.7,0,0.9,1.5,96.3,114775,8375,732,41.8,0,0,0,0,0,50.7,1054,168802
Not John Kasich,32422,21.5,16,85,880,8679,-1.9,88.7,20.3,2.55,14051,15541,7.4,82.4,127300,61720,27802,25.3,474.09,0,2248,37762,79.7,1.6,89.3,3.6,0.3,8.9,3.7,0.4,0.5,0.1,1.1,3.1,91.6,383207,10581,2876,0,0,0,0,0,0,48.2,3558,281952
Not John Kasich,75603,18,15,16,1186,17476,-0.7,90,24.2,2.33,21046,23434,24.9,62,90200,37040,21970,17,508.29,0,2671,53873,106,1.9,75.8,4.1,-1,22,4.1,0.3,1,0,1.6,2.3,91.1,635068,12150,3872,25.6,0,0,2.6,0,0,51.7,3785,382885
Not John Kasich,15266,19.8,18.3,5,427,6607,-0.9,89.2,17.1,2.41,7731,8637,7,79.9,76600,46216,25214,18,443.63,0,1196,19817,44.7,1.1,87,3,-2.1,14.4,4.9,0.4,0.6,0,1,2.2,91.3,164186,8419,1597,26.4,0,0,0,0,0,48.4,1805,90886
Not John Kasich,3098,22.8,17.6,0,178,1657,-5.2,88.8,13.8,2.59,4184,4838,5,80.8,83800,43958,22952,23.6,346.02,0,742,11048,31.9,1.1,88.7,1.6,-1.9,13.9,0.5,0.1,0.7,0,1.1,1,96.7,22877,2119,626,0,0,0,0,0,0,49.9,982,0
Not John Kasich,24490,25.5,16.3,25,586,6396,5.8,83.8,16.2,2.62,7509,8374,10.9,78.3,99300,52741,23732,20.8,416.67,699883,1504,19980,48,4.3,89.3,19,-0.5,10.3,0.6,0.3,0.7,0,1.1,7.3,90.4,218438,11222,1871,0,0,0,0,0,0,50.4,1403,290117
Not John Kasich,12036,21.1,20.4,45,347,5966,5.3,86,18.2,2.28,7893,8741,9.5,73.4,72900,42133,23368,23.3,623.37,521758,992,18576,29.8,1,85.5,1.8,-4,18.4,0.5,0.2,0.2,0,0.8,1,97.3,197055,10476,1251,0,0,0,0,0,0,51.5,1640,126747
Not John Kasich,2538,23,19.2,0,145,1983,-5.6,86.8,10.5,2.43,2728,3158,5,79.9,65800,39075,20898,22.5,222.42,0,481,6721,30.2,0.6,91.3,1.4,-1.5,11.4,0.6,0.2,0.4,0,1,1.2,96.9,40643,6229,500,22.2,0,0,0,0,0,51.1,556,147064
Not John Kasich,85192,23.7,16.8,25,1185,21580,21.8,90.9,20,2.5,13544,14714,12.5,78.3,115200,52108,27051,17.8,478.78,890285,2732,34242,71.5,0.9,90,2.2,0.2,9.1,0.5,0.2,0.5,0,0.8,1.9,96.4,857847,25050,3422,0,0,0,0,0,0,50.2,2605,0
Not John Kasich,18286,21.7,17.1,4,479,4800,-0.9,84.2,13.1,2.57,8124,9216,7.5,80.5,82900,44722,21523,22.7,716.48,174590,1363,22140,30.9,1.6,88.1,2.7,-1.2,17,4.7,0.2,0.4,0,1.1,1.7,92.2,227314,10846,2194,0,0,0,0,0,0,46.9,1712,322619
Not John Kasich,11430,22.8,19.8,11,374,3971,-1,88.6,16.3,2.4,5651,6334,9.9,76.6,89600,48866,25448,21.8,485.62,0,974,14081,29,0.8,89,2.3,-2.8,10.5,1,0.3,0.4,0,1,2.9,94.6,112302,7990,1500,31.2,0,0,0,0,0,50.5,1164,323108
Not John Kasich,34169,22.1,19.5,7,763,6837,-5.4,87.1,13.1,2.42,16110,18546,9.2,75.6,64300,36273,20394,24,408.89,223186,2278,39561,96.8,0.8,87.4,2.2,-1.4,19.1,0.5,0.4,0.4,0,1.2,1.6,96.1,362193,9236,3165,21.4,0,0,0,0,0,50.9,3774,72726
Not John Kasich,29399,20.2,18.9,44,662,6412,-8.3,86.4,14.5,2.37,14610,16180,10.9,75.5,80600,45130,22318,27,865.6,0,1774,37069,42.8,1.7,87.6,3.2,-2.9,13.3,3.9,0.6,0.4,0,0.9,2.7,92.2,288858,7843,2540,28.8,0,0,0,0,0,47.8,3195,0
Not John Kasich,0,19.9,22.8,0,102,911,6.4,81.3,12,2.32,2369,2725,5.7,78.3,61100,40330,23862,24.5,323.07,0,293,5589,17.3,0.3,89.4,0.4,-5.3,17.2,0.8,0.3,0.1,0,1.5,1.9,95.4,21882,3684,548,0,0,0,0,0,0,51.5,457,23177
Not John Kasich,0,22,18.3,27,254,1740,-5.3,88.6,12.9,2.33,5790,6341,7.1,75.8,75200,43502,22307,28.9,543.02,0,791,13886,25.6,0.6,88.5,1.8,-3.3,13.2,1.1,0.2,0.1,0,0.7,1,96.9,95884,7009,1080,0,0,0,0,0,0,49.7,1086,151301
Not John Kasich,56309,25.9,12.9,194,1075,14102,-2.1,91.7,20.2,2.75,18082,20337,13.8,76.2,182200,64541,28725,29,418.04,2082448,2796,50063,119.8,3.9,90.2,7.4,0.7,9,1.5,0.4,0.8,0,1.2,9.3,87.4,522618,11097,3673,33.3,0,1.3,0,2.4,0,50.1,3472,438450
Not John Kasich,2759,22.3,20.2,0,194,1370,1.6,83.8,15.7,2.36,3512,4062,5.7,76.7,72800,38417,21960,26.5,434.67,0,556,8457,19.5,0.3,90.3,3.8,-1.9,17.1,0.6,0.3,0.2,0,0.9,1.6,96.6,41922,5145,1013,0,0,0,0,0,0,51,713,0
Not John Kasich,10926,20.6,23.1,5,378,2737,-1.5,90.6,18.4,2.3,8101,9221,9.6,78.3,81600,43925,23714,23.2,793.73,193240,1326,19104,24.1,1.2,89.8,2.2,-2.8,13.6,0.4,0.3,0.3,0.1,0.9,1.5,96.7,106493,5676,2125,30.1,0,0,0,0,0,50.6,1750,200539
Not John Kasich,1016,20,23.3,0,65,785,-2,83.2,12.2,2.33,1800,2459,6.5,79.5,72600,37071,22366,20.9,177.53,0,242,4320,24.3,0.8,90.9,1.1,-4.4,23.6,0.7,0.7,0.7,0.1,1,1.6,95.2,14363,3219,446,0,0,0,0,0,0,49.4,381,0
Not John Kasich,1914,18.3,23.6,6,119,680,4.3,88.4,15.7,2.22,3202,3821,3.2,79.6,83700,49389,25902,23.3,378.87,0,394,7331,19.3,1.8,86.3,2.4,-5.6,11.3,0.4,0.3,0.3,0.1,1.1,1.5,96.5,26145,3462,604,0,0,0,0,0,0,51,831,0
Not John Kasich,42009,22.6,18.5,43,1077,13024,-1.4,89.7,19.8,2.43,20393,22107,10.1,78.1,109800,52940,27117,22.8,822.99,0,2815,50486,61.3,2.4,90.2,4.4,-1.7,10.5,1.9,0.3,0.5,0,1.4,5.4,91,477578,9644,3237,0,0,0,0,0,0,50.2,4338,0
